month_id,department_id,region_id,category_id,budget_amount
202402,D05,R02,C03,45509.73
202402,D05,R02,C07,8697.91
202402,D05,R02,C08,7498.88
202402,D05,R03,C03,38461.86
202402,D05,R03,C07,7587.21
202402,D05,R03,C08,5978.44
202402,D05,R04,C03,37439.74
202402,D05,R04,C07,7552.26
202402,D05,R04,C08,5649.43
202402,D06,R01,C03,46130.72
202402,D06,R01,C05,22407.41
202402,D06,R01,C06,11218.53
202402,D06,R01,C07,8914.93
202402,D06,R01,C08,7512.76
202402,D06,R02,C03,50108.45
202402,D06,R02,C05,26447.98
202402,D06,R02,C06,11722.89
202402,D06,R02,C07,9975.4
202402,D06,R02,C08,7795.76
202402,D06,R03,C03,45630.19
202402,D06,R03,C05,22711.46
202402,D06,R03,C06,10250.82
202402,D06,R03,C07,8894.3
202402,D06,R03,C08,7225.56
202402,D06,R04,C03,41696.4
202402,D06,R04,C05,20795.23
202402,D06,R04,C06,9695.29
202402,D06,R04,C07,7956.04
202402,D06,R04,C08,6898.34
202403,D01,R01,C01,156006.27
202403,D01,R01,C02,101331.01
202403,D01,R01,C03,61493.94
202403,D01,R01,C06,14773.81
202403,D01,R01,C07,12782.44
202403,D01,R02,C01,171552.32
202403,D01,R02,C02,114257.95
202403,D01,R02,C03,70674.14
202403,D01,R02,C06,16734.35
202403,D01,R02,C07,13178.19
202403,D01,R03,C01,137678.21
202403,D01,R03,C02,98786.26
202403,D01,R03,C03,60006.92
202403,D01,R03,C06,13550.61
202403,D01,R03,C07,11401.75
202403,D01,R04,C01,137207.27
202403,D01,R04,C02,85545.55
202403,D01,R04,C03,54342.05
202403,D01,R04,C06,13565.79
202403,D01,R04,C07,11465.88
202403,D02,R01,C02,85276.47
202403,D02,R01,C03,51052.41
202403,D02,R01,C04,32168.36
202403,D02,R01,C06,12268.93
202403,D02,R01,C07,10316.67
202403,D02,R02,C02,94677.58
202403,D02,R02,C03,58614.13
202403,D02,R02,C04,35860.06
202403,D02,R02,C06,14078.45
202403,D02,R02,C07,11628.9
202403,D02,R03,C02,76557.52
202403,D02,R03,C03,49215.23
202403,D02,R03,C04,29222.37
202403,D02,R03,C06,11663.56
202403,D02,R03,C07,10446.83
202403,D02,R04,C02,74791.82
202403,D02,R04,C03,49102.42
202403,D02,R04,C04,28721.78
202403,D02,R04,C06,11674.32
202403,D02,R04,C07,9452.49
202403,D03,R01,C03,50384.52
202403,D03,R01,C06,11991.02
202403,D03,R01,C07,9695.24
202403,D03,R02,C03,56223.49
202403,D03,R02,C06,12910.62
202403,D03,R02,C07,10476.75
202403,D03,R03,C03,48190.99
202403,D03,R03,C06,11031.91
202403,D03,R03,C07,9918.44
202403,D03,R04,C03,47042.68
202403,D03,R04,C06,11248.05
202403,D03,R04,C07,8883.14
202403,D04,R01,C03,42819.55
202403,D04,R01,C07,9385.49
202403,D04,R01,C08,7148.29
202403,D04,R02,C03,51809.94
202403,D04,R02,C07,10358.98
202403,D04,R02,C08,8199.58
202403,D04,R03,C03,41871.27
202403,D04,R03,C07,8451.76
202403,D04,R03,C08,7080.18
202403,D04,R04,C03,39758.53
202403,D04,R04,C07,7832.29
202403,D04,R04,C08,6516.81
202403,D05,R01,C03,44353.66
202403,D05,R01,C07,8666.63
202403,D05,R01,C08,6847.64
202403,D05,R02,C03,44866.8
202403,D05,R02,C07,9457.53
202403,D05,R02,C08,7846.56
202403,D05,R03,C03,38921.84
202403,D05,R03,C07,8089.8
202403,D05,R03,C08,6703.78
202403,D05,R04,C03,39170.94
202403,D05,R04,C07,7800.72
202403,D05,R04,C08,6243.92
202403,D06,R01,C03,46832.58
202403,D06,R01,C05,23259.78
202403,D06,R01,C06,11752.67
202403,D06,R01,C07,9794.61
202403,D06,R01,C08,7878.97
202403,D06,R02,C03,54409.18
202403,D06,R02,C05,26154.63
202403,D06,R02,C06,12541.9
202403,D06,R02,C07,10761.72
202403,D06,R02,C08,8485.37
202403,D06,R03,C03,46036.38
202403,D06,R03,C05,23229.88
202403,D06,R03,C06,11252.38
202403,D06,R03,C07,8878.79
202403,D06,R03,C08,7130.17
202403,D06,R04,C03,41014.27
202403,D06,R04,C05,21542.32
202403,D06,R04,C06,9783.88
202403,D06,R04,C07,8520.59
202403,D06,R04,C08,6869.17
202404,D01,R01,C01,149734.08
202404,D01,R01,C02,102926.5
202404,D01,R01,C03,60756.94
202404,D01,R01,C06,14592.14
202404,D01,R01,C07,13161.32
202404,D01,R02,C01,165947.01
202404,D01,R02,C02,108015.62
202404,D01,R02,C03,70280.98
202404,D01,R02,C06,17284.4
202404,D01,R02,C07,13626.44
202404,D01,R03,C01,147136.21
202404,D01,R03,C02,92882.02
202404,D01,R03,C03,57847.37
202404,D01,R03,C06,14580.57
202404,D01,R03,C07,12161.72
202404,D01,R04,C01,139592.41
202404,D01,R04,C02,93875.52
202404,D01,R04,C03,60105.2
202404,D01,R04,C06,13792.45
202404,D01,R04,C07,11271.84
202404,D02,R01,C02,88209.16
202404,D02,R01,C03,52322.81
202404,D02,R01,C04,31933.92
202404,D02,R01,C06,12310.23
202404,D02,R01,C07,10201.65
202404,D02,R02,C02,98608.37
202404,D02,R02,C03,60884.09
202404,D02,R02,C04,36035.63
202404,D02,R02,C06,14008.48
202404,D02,R02,C07,11396.11
202404,D02,R03,C02,78599.53
202404,D02,R03,C03,49601.92
202404,D02,R03,C04,30673.76
202404,D02,R03,C06,12471.41
202404,D02,R03,C07,10337.49
202404,D02,R04,C02,75415.03
202404,D02,R04,C03,50387.22
202404,D02,R04,C04,29604.93
202404,D02,R04,C06,11629.67
202404,D02,R04,C07,9746.69
202404,D03,R01,C03,50589.96
202404,D03,R01,C06,11931.22
202404,D03,R01,C07,10053.09
202404,D03,R02,C03,57546.52
202404,D03,R02,C06,12810.18
202404,D03,R02,C07,10789.23
202404,D03,R03,C03,46250.38
202404,D03,R03,C06,11093.96
202404,D03,R03,C07,10034.44
202404,D03,R04,C03,46834.79
202404,D03,R04,C06,10987.55
202404,D03,R04,C07,8810.81
202404,D04,R01,C03,45861.52
202404,D04,R01,C07,9155.65
202404,D04,R01,C08,7104.0
202404,D04,R02,C03,50156.02
202404,D04,R02,C07,9995.51
202404,D04,R02,C08,8171.99
202404,D04,R03,C03,44194.08
202404,D04,R03,C07,8324.46
202404,D04,R03,C08,6889.32
202404,D04,R04,C03,41829.93
202404,D04,R04,C07,8264.59
202404,D04,R04,C08,6845.23
202404,D05,R01,C03,44037.94
202404,D05,R01,C07,8377.76
202404,D05,R01,C08,6638.15
202404,D05,R02,C03,48364.13
202404,D05,R02,C07,9085.43
202404,D05,R02,C08,7695.04
202404,D05,R03,C03,42995.48
202404,D05,R03,C07,8298.66
202404,D05,R03,C08,6515.51
202404,D05,R04,C03,39574.04
202404,D05,R04,C07,7770.42
202404,D05,R04,C08,6270.88
202404,D06,R01,C03,50588.9
202404,D06,R01,C05,23949.08
202404,D06,R01,C06,12164.27
202404,D06,R01,C07,10082.78
202404,D06,R01,C08,7516.18
202404,D06,R02,C03,50999.91
202404,D06,R02,C05,25583.67
202404,D06,R02,C06,12174.57
202404,D06,R02,C07,10226.72
202404,D06,R02,C08,8683.25
202404,D06,R03,C03,44053.79
202404,D06,R03,C05,22597.15
202404,D06,R03,C06,11427.57
202404,D06,R03,C07,8766.65
202404,D06,R03,C08,7595.99
202404,D06,R04,C03,42653.78
202404,D06,R04,C05,20970.0
202404,D06,R04,C06,10671.09
202404,D06,R04,C07,8833.45
202404,D06,R04,C08,7240.15
202405,D01,R01,C01,158131.85
202405,D01,R01,C02,106125.85
202405,D01,R01,C03,62971.85
202405,D01,R01,C06,14951.64
202405,D01,R01,C07,13197.67
202405,D01,R02,C01,175164.66
202405,D01,R02,C02,118857.42
202405,D01,R02,C03,70193.72
202405,D01,R02,C06,16777.49
202405,D01,R02,C07,14553.97
202405,D01,R03,C01,144438.39
202405,D01,R03,C02,102064.96
202405,D01,R03,C03,63348.17
202405,D01,R03,C06,14573.28
202405,D01,R03,C07,12538.1
202405,D01,R04,C01,142589.42
202405,D01,R04,C02,89020.96
202405,D01,R04,C03,60269.79
202405,D01,R04,C06,13912.3
202405,D01,R04,C07,11965.78
202405,D02,R01,C02,84963.07
202405,D02,R01,C03,56213.79
202405,D02,R01,C04,32085.51
202405,D02,R01,C06,12343.17
202405,D02,R01,C07,11253.42
202405,D02,R02,C02,91282.19
202405,D02,R02,C03,58407.73
202405,D02,R02,C04,37295.75
202405,D02,R02,C06,14919.08
202405,D02,R02,C07,11983.87
202405,D02,R03,C02,83277.62
202405,D02,R03,C03,51106.41
202405,D02,R03,C04,30185.37
202405,D02,R03,C06,12117.86
202405,D02,R03,C07,10451.5
202405,D02,R04,C02,79833.19
202405,D02,R04,C03,50086.54
202405,D02,R04,C04,30046.2
202405,D02,R04,C06,11202.72
202405,D02,R04,C07,9728.07
202405,D03,R01,C03,49221.43
202405,D03,R01,C06,12421.22
202405,D03,R01,C07,10239.78
202405,D03,R02,C03,58846.34
202405,D03,R02,C06,13393.3
202405,D03,R02,C07,10896.14
202405,D03,R03,C03,47178.34
202405,D03,R03,C06,12049.07
202405,D03,R03,C07,9900.68
202405,D03,R04,C03,44501.2
202405,D03,R04,C06,10661.36
202405,D03,R04,C07,9456.3
202405,D04,R01,C03,44369.76
202405,D04,R01,C07,9568.36
202405,D04,R01,C08,7568.95
202405,D04,R02,C03,48850.51
202405,D04,R02,C07,9773.66
202405,D04,R02,C08,8554.58
202405,D04,R03,C03,43478.88
202405,D04,R03,C07,8692.58
202405,D04,R03,C08,7265.57
202405,D04,R04,C03,43580.7
202405,D04,R04,C07,8748.47
202405,D04,R04,C08,6843.51
202405,D05,R01,C03,43233.33
202405,D05,R01,C07,8390.35
202405,D05,R01,C08,7198.11
202405,D05,R02,C03,48433.73
202405,D05,R02,C07,9557.52
202405,D05,R02,C08,8017.47
202405,D05,R03,C03,39969.37
202405,D05,R03,C07,8311.12
202405,D05,R03,C08,6328.66
202405,D05,R04,C03,39274.03
202405,D05,R04,C07,7529.89
202405,D05,R04,C08,6063.32
202405,D06,R01,C03,47053.75
202405,D06,R01,C05,24827.51
202405,D06,R01,C06,12030.91
202405,D06,R01,C07,9866.58
202405,D06,R01,C08,8189.79
202405,D06,R02,C03,53144.08
202405,D06,R02,C05,26332.13
202405,D06,R02,C06,13392.29
202405,D06,R02,C07,10465.99
202405,D06,R02,C08,9009.67
202405,D06,R03,C03,44211.3
202405,D06,R03,C05,24331.34
202405,D06,R03,C06,10645.3
202405,D06,R03,C07,9659.35
202405,D06,R03,C08,7457.2
202405,D06,R04,C03,46203.15
202405,D06,R04,C05,21077.91
202405,D06,R04,C06,10624.71
202405,D06,R04,C07,9219.79
202405,D06,R04,C08,7061.47
202406,D01,R01,C01,151940.98
202406,D01,R01,C02,101957.49
202406,D01,R01,C03,62215.88
202406,D01,R01,C06,15191.34
202406,D01,R01,C07,12605.39
202406,D01,R02,C01,171619.11
202406,D01,R02,C02,104999.91
202406,D01,R02,C03,67244.12
202406,D01,R02,C06,17243.18
202406,D01,R02,C07,14286.61
202406,D01,R03,C01,141868.11
202406,D01,R03,C02,96141.26
202406,D01,R03,C03,58053.2
202406,D01,R03,C06,13805.57
202406,D01,R03,C07,11831.89
202406,D01,R04,C01,133020.26
202406,D01,R04,C02,90752.91
202406,D01,R04,C03,53874.76
202406,D01,R04,C06,14140.43
202406,D01,R04,C07,11796.99
202406,D02,R01,C02,85664.56
202406,D02,R01,C03,52689.51
202406,D02,R01,C04,30900.01
202406,D02,R01,C06,12995.38
202406,D02,R01,C07,10693.97
202406,D02,R02,C02,89282.58
202406,D02,R02,C03,60123.1
202406,D02,R02,C04,35767.59
202406,D02,R02,C06,14483.42
202406,D02,R02,C07,11810.71
202406,D02,R03,C02,80705.05
202406,D02,R03,C03,49467.24
202406,D02,R03,C04,31219.94
202406,D02,R03,C06,12408.18
202406,D02,R03,C07,9521.36
202406,D02,R04,C02,72019.33
202406,D02,R04,C03,46666.29
202406,D02,R04,C04,29230.42
202406,D02,R04,C06,11892.57
202406,D02,R04,C07,9119.64
202406,D03,R01,C03,50470.65
202406,D03,R01,C06,11857.07
202406,D03,R01,C07,10469.91
202406,D03,R02,C03,56881.65
202406,D03,R02,C06,13646.59
202406,D03,R02,C07,10965.56
202406,D03,R03,C03,47095.39
202406,D03,R03,C06,11141.68
202406,D03,R03,C07,9078.56
202406,D03,R04,C03,46641.25
202406,D03,R04,C06,11137.93
202406,D03,R04,C07,9449.75
202406,D04,R01,C03,47234.87
202406,D04,R01,C07,9049.89
202406,D04,R01,C08,7393.67
202406,D04,R02,C03,51701.59
202406,D04,R02,C07,10246.15
202406,D04,R02,C08,7719.9
202406,D04,R03,C03,42538.58
202406,D04,R03,C07,8232.93
202406,D04,R03,C08,7150.57
202406,D04,R04,C03,40930.01
202406,D04,R04,C07,7880.2
202406,D04,R04,C08,6591.26
202406,D05,R01,C03,43002.05
202406,D05,R01,C07,8379.44
202406,D05,R01,C08,6537.22
202406,D05,R02,C03,47552.1
202406,D05,R02,C07,9368.99
202406,D05,R02,C08,7683.69
202406,D05,R03,C03,40456.41
202406,D05,R03,C07,8359.39
202406,D05,R03,C08,6493.53
202406,D05,R04,C03,38483.09
202406,D05,R04,C07,7938.14
202406,D05,R04,C08,6060.93
202406,D06,R01,C03,45761.57
202406,D06,R01,C05,22630.86
202406,D06,R01,C06,11690.86
202406,D06,R01,C07,9614.29
202406,D06,R01,C08,7755.1
202406,D06,R02,C03,50750.24
202406,D06,R02,C05,25175.02
202406,D06,R02,C06,11931.24
202406,D06,R02,C07,10293.86
202406,D06,R02,C08,8435.17
202406,D06,R03,C03,44638.75
202406,D06,R03,C05,22421.43
202406,D06,R03,C06,11267.7
202406,D06,R03,C07,8888.05
202406,D06,R03,C08,7230.1
202406,D06,R04,C03,43962.62
202406,D06,R04,C05,21153.86
202406,D06,R04,C06,10385.26
202406,D06,R04,C07,8859.82
202406,D06,R04,C08,7147.47
202407,D01,R01,C01,141811.98
202407,D01,R01,C02,102180.56
202407,D01,R01,C03,61201.71
202407,D01,R01,C06,14344.62
202407,D01,R01,C07,12199.94
202407,D01,R02,C01,169462.13
202407,D01,R02,C02,107720.42
202407,D01,R02,C03,66221.21
202407,D01,R02,C06,16385.71
202407,D01,R02,C07,13124.85
202407,D01,R03,C01,133726.93
202407,D01,R03,C02,89644.87
202407,D01,R03,C03,56023.19
202407,D01,R03,C06,13478.88
202407,D01,R03,C07,11217.19
202407,D01,R04,C01,134163.77
202407,D01,R04,C02,85394.18
202407,D01,R04,C03,54274.24
202407,D01,R04,C06,13754.95
202407,D01,R04,C07,10996.29
202407,D02,R01,C02,83699.34
202407,D02,R01,C03,49764.09
202407,D02,R01,C04,29920.1
202407,D02,R01,C06,11781.06
202407,D02,R01,C07,9949.33
202407,D02,R02,C02,88547.09
202407,D02,R02,C03,54767.04
202407,D02,R02,C04,32560.36
202407,D02,R02,C06,13067.52
202407,D02,R02,C07,11274.61
202407,D02,R03,C02,75907.41
202407,D02,R03,C03,48214.09
202407,D02,R03,C04,29336.52
202407,D02,R03,C06,11953.94
202407,D02,R03,C07,9325.15
202407,D02,R04,C02,76306.27
202407,D02,R04,C03,46897.24
202407,D02,R04,C04,26621.0
202407,D02,R04,C06,11528.37
202407,D02,R04,C07,9650.77
202407,D03,R01,C03,46849.28
202407,D03,R01,C06,11497.61
202407,D03,R01,C07,10100.08
202407,D03,R02,C03,55238.12
202407,D03,R02,C06,12527.9
202407,D03,R02,C07,10466.68
202407,D03,R03,C03,45947.05
202407,D03,R03,C06,11154.71
202407,D03,R03,C07,9420.1
202407,D03,R04,C03,43521.91
202407,D03,R04,C06,10544.35
202407,D03,R04,C07,9038.27
202407,D04,R01,C03,42056.77
202407,D04,R01,C07,8601.65
202407,D04,R01,C08,7206.54
202407,D04,R02,C03,50427.15
202407,D04,R02,C07,9713.33
202407,D04,R02,C08,7786.53
202407,D04,R03,C03,40249.25
202407,D04,R03,C07,8334.94
202407,D04,R03,C08,6725.06
202407,D04,R04,C03,38667.87
202407,D04,R04,C07,7754.83
202407,D04,R04,C08,6272.47
202407,D05,R01,C03,39651.1
202407,D05,R01,C07,8181.79
202407,D05,R01,C08,6471.71
202407,D05,R02,C03,45024.68
202407,D05,R02,C07,8814.59
202407,D05,R02,C08,7616.67
202407,D05,R03,C03,39937.82
202407,D05,R03,C07,8055.23
202407,D05,R03,C08,6513.87
202407,D05,R04,C03,37479.16
202407,D05,R04,C07,7187.31
202407,D05,R04,C08,6019.86
202407,D06,R01,C03,46954.25
202407,D06,R01,C05,23846.26
202407,D06,R01,C06,11095.65
202407,D06,R01,C07,8963.28
202407,D06,R01,C08,7286.96
202407,D06,R02,C03,50503.91
202407,D06,R02,C05,25976.08
202407,D06,R02,C06,12376.18
202407,D06,R02,C07,10093.63
202407,D06,R02,C08,8591.39
202407,D06,R03,C03,44690.26
202407,D06,R03,C05,21530.23
202407,D06,R03,C06,10190.76
202407,D06,R03,C07,8537.47
202407,D06,R03,C08,6895.85
202407,D06,R04,C03,40473.42
202407,D06,R04,C05,20290.94
202407,D06,R04,C06,9838.72
202407,D06,R04,C07,8105.32
202407,D06,R04,C08,6969.16
202408,D01,R01,C01,145140.54
202408,D01,R01,C02,101247.57
202408,D01,R01,C03,62559.38
202408,D01,R01,C06,15880.8
202408,D01,R01,C07,12135.2
202408,D01,R02,C01,164947.76
202408,D01,R02,C02,116315.82
202408,D01,R02,C03,71975.49
202408,D01,R02,C06,17193.4
202408,D01,R02,C07,13551.29
202408,D01,R03,C01,139188.25
202408,D01,R03,C02,97568.13
202408,D01,R03,C03,62543.66
202408,D01,R03,C06,14474.2
202408,D01,R03,C07,12079.64
202408,D01,R04,C01,133350.01
202408,D01,R04,C02,93349.69
202408,D01,R04,C03,55034.52
202408,D01,R04,C06,13394.59
202408,D01,R04,C07,11277.78
202408,D02,R01,C02,84904.57
202408,D02,R01,C03,51659.13
202408,D02,R01,C04,30589.6
202408,D02,R01,C06,12866.78
202408,D02,R01,C07,10380.84
202408,D02,R02,C02,94082.15
202408,D02,R02,C03,56311.48
202408,D02,R02,C04,34930.5
202408,D02,R02,C06,14044.22
202408,D02,R02,C07,11142.68
202408,D02,R03,C02,79281.06
202408,D02,R03,C03,48532.16
202408,D02,R03,C04,28904.58
202408,D02,R03,C06,12682.05
202408,D02,R03,C07,9895.78
202408,D02,R04,C02,78722.08
202408,D02,R04,C03,46551.58
202408,D02,R04,C04,29153.21
202408,D02,R04,C06,11751.45
202408,D02,R04,C07,9635.78
202408,D03,R01,C03,50356.46
202408,D03,R01,C06,12013.15
202408,D03,R01,C07,9947.36
202408,D03,R02,C03,57936.03
202408,D03,R02,C06,13772.78
202408,D03,R02,C07,11626.64
202408,D03,R03,C03,46172.57
202408,D03,R03,C06,11779.82
202408,D03,R03,C07,10015.59
202408,D03,R04,C03,44001.2
202408,D03,R04,C06,10435.13
202408,D03,R04,C07,9309.18
202408,D04,R01,C03,45788.48
202408,D04,R01,C07,9400.72
202408,D04,R01,C08,7010.04
202408,D04,R02,C03,51471.19
202408,D04,R02,C07,9700.66
202408,D04,R02,C08,7730.15
202408,D04,R03,C03,41727.88
202408,D04,R03,C07,8907.15
202408,D04,R03,C08,7022.52
202408,D04,R04,C03,40999.35
202408,D04,R04,C07,8065.51
202408,D04,R04,C08,6791.67
202408,D05,R01,C03,42463.32
202408,D05,R01,C07,8856.8
202408,D05,R01,C08,6826.2
202408,D05,R02,C03,46636.46
202408,D05,R02,C07,9408.26
202408,D05,R02,C08,7404.74
202408,D05,R03,C03,41788.47
202408,D05,R03,C07,8157.97
202408,D05,R03,C08,6349.88
202408,D05,R04,C03,40176.16
202408,D05,R04,C07,7636.79
202408,D05,R04,C08,6208.12
202408,D06,R01,C03,49925.05
202408,D06,R01,C05,24285.52
202408,D06,R01,C06,11072.9
202408,D06,R01,C07,10017.02
202408,D06,R01,C08,7774.03
202408,D06,R02,C03,51901.26
202408,D06,R02,C05,25434.42
202408,D06,R02,C06,13037.79
202408,D06,R02,C07,10681.23
202408,D06,R02,C08,8471.85
202408,D06,R03,C03,47371.46
202408,D06,R03,C05,23445.78
202408,D06,R03,C06,10557.29
202408,D06,R03,C07,8943.63
202408,D06,R03,C08,7108.79
202408,D06,R04,C03,44230.8
202408,D06,R04,C05,20581.7
202408,D06,R04,C06,10435.02
202408,D06,R04,C07,8862.15
202408,D06,R04,C08,7168.68
202409,D01,R01,C01,150583.85
202409,D01,R01,C02,105276.82
202409,D01,R01,C03,61267.78
202409,D01,R01,C06,15830.07
202409,D01,R01,C07,12275.05
202409,D01,R02,C01,166571.35
202409,D01,R02,C02,115535.65
202409,D01,R02,C03,67670.05
202409,D01,R02,C06,16374.33
202409,D01,R02,C07,14336.71
202409,D01,R03,C01,148548.23
202409,D01,R03,C02,98267.72
202409,D01,R03,C03,61737.1
202409,D01,R03,C06,14597.1
202409,D01,R03,C07,11811.87
202409,D01,R04,C01,135575.23
202409,D01,R04,C02,88877.07
202409,D01,R04,C03,59718.49
202409,D01,R04,C06,13884.83
202409,D01,R04,C07,11361.23
202409,D02,R01,C02,85354.47
202409,D02,R01,C03,55945.2
202409,D02,R01,C04,31016.22
202409,D02,R01,C06,12962.82
202409,D02,R01,C07,10716.31
202409,D02,R02,C02,95298.43
202409,D02,R02,C03,56066.43
202409,D02,R02,C04,36658.2
202409,D02,R02,C06,14748.09
202409,D02,R02,C07,11857.73
202409,D02,R03,C02,82996.66
202409,D02,R03,C03,53021.86
202409,D02,R03,C04,31156.06
202409,D02,R03,C06,11785.17
202409,D02,R03,C07,10252.12
202409,D02,R04,C02,77934.9
202409,D02,R04,C03,47829.35
202409,D02,R04,C04,29600.73
202409,D02,R04,C06,12069.22
202409,D02,R04,C07,10049.21
202409,D03,R01,C03,50749.28
202409,D03,R01,C06,11766.6
202409,D03,R01,C07,10694.54
202409,D03,R02,C03,58001.22
202409,D03,R02,C06,12958.65
202409,D03,R02,C07,11692.18
202409,D03,R03,C03,50242.15
202409,D03,R03,C06,11649.9
202409,D03,R03,C07,9778.45
202409,D03,R04,C03,45436.42
202409,D03,R04,C06,10525.53
202409,D03,R04,C07,9028.71
