month_id,department_id,region_id,category_id,actual_amount
202402,D02,R03,C04,27856.92
202402,D02,R03,C06,11811.65
202402,D02,R03,C07,9641.63
202402,D02,R04,C02,61648.31
202402,D02,R04,C03,43478.14
202402,D02,R04,C04,27091.28
202402,D02,R04,C06,11108.26
202402,D02,R04,C07,8896.84
202402,D03,R01,C03,46776.55
202402,D03,R01,C06,11475.92
202402,D03,R01,C07,9488.82
202402,D03,R02,C03,54225.44
202402,D03,R02,C06,13468.5
202402,D03,R02,C07,10562.86
202402,D03,R03,C03,47169.98
202402,D03,R03,C06,10577.83
202402,D03,R03,C07,8776.87
202402,D03,R04,C03,40311.61
202402,D03,R04,C06,10706.37
202402,D03,R04,C07,8876.58
202402,D04,R01,C03,41301.62
202402,D04,R01,C07,8611.24
202402,D04,R01,C08,7203.99
202402,D04,R02,C03,46803.13
202402,D04,R02,C07,9300.72
202402,D04,R02,C08,7731.24
202402,D04,R03,C03,43667.55
202402,D04,R03,C07,8128.33
202402,D04,R03,C08,6727.34
202402,D04,R04,C03,40566.6
202402,D04,R04,C07,7586.61
202402,D04,R04,C08,6479.82
202402,D05,R01,C03,40834.82
202402,D05,R01,C07,8566.15
202402,D05,R01,C08,6658.58
202402,D05,R02,C03,46032.46
202402,D05,R02,C07,8716.28
202402,D05,R02,C08,7637.81
202402,D05,R03,C03,37174.56
202402,D05,R03,C07,7320.35
202402,D05,R03,C08,5857.49
202402,D05,R04,C03,36420.02
202402,D05,R04,C07,7776.88
202402,D05,R04,C08,5522.53
202402,D06,R01,C03,47886.88
202402,D06,R01,C05,22115.03
202402,D06,R01,C06,10933.24
202402,D06,R01,C07,9121.54
202402,D06,R01,C08,7608.15
202402,D06,R02,C03,50101.22
202402,D06,R02,C05,26565.12
202402,D06,R02,C06,11928.46
202402,D06,R02,C07,9758.7
202402,D06,R02,C08,8105.3
202402,D06,R03,C03,47363.38
202402,D06,R03,C05,22984.59
202402,D06,R03,C06,10004.43
202402,D06,R03,C07,9022.54
202402,D06,R03,C08,6978.27
202402,D06,R04,C03,40130.79
202402,D06,R04,C05,20392.11
202402,D06,R04,C06,9666.3
202402,D06,R04,C07,8190.44
202402,D06,R04,C08,7023.71
202403,D01,R01,C01,159035.37
202403,D01,R01,C02,100727.02
202403,D01,R01,C03,60736.01
202403,D01,R01,C06,14621.39
202403,D01,R01,C07,13281.11
202403,D01,R02,C01,165240.69
202403,D01,R02,C02,117612.85
202403,D01,R02,C03,71118.97
202403,D01,R02,C06,16652.17
202403,D01,R02,C07,13415.67
202403,D01,R03,C01,137531.38
202403,D01,R03,C02,101737.39
202403,D01,R03,C03,61930.51
202403,D01,R03,C06,13465.75
202403,D01,R03,C07,11198.19
202403,D01,R04,C01,138220.96
202403,D01,R04,C02,88367.62
202403,D01,R04,C03,53084.19
202403,D01,R04,C06,13699.24
202403,D01,R04,C07,11586.56
202403,D02,R01,C02,86866.79
202403,D02,R01,C03,49547.66
202403,D02,R01,C04,39268.53
202403,D02,R01,C06,12670.4
202403,D02,R01,C07,10052.3
202403,D02,R02,C02,92689.68
202403,D02,R02,C03,60824.56
202403,D02,R02,C04,41933.81
202403,D02,R02,C06,14477.59
202403,D02,R02,C07,11621.72
202403,D02,R03,C02,75009.41
202403,D02,R03,C03,50674.95
202403,D02,R03,C04,34913.41
202403,D02,R03,C06,11677.39
202403,D02,R03,C07,10329.18
202403,D02,R04,C02,75347.98
202403,D02,R04,C03,47780.68
202403,D02,R04,C04,34165.82
202403,D02,R04,C06,12112.73
202403,D02,R04,C07,9269.59
202403,D03,R01,C03,51016.29
202403,D03,R01,C06,11823.33
202403,D03,R01,C07,9907.35
202403,D03,R02,C03,54563.2
202403,D03,R02,C06,13395.87
202403,D03,R02,C07,10438.02
202403,D03,R03,C03,47173.39
202403,D03,R03,C06,10655.5
202403,D03,R03,C07,9656.4
202403,D03,R04,C03,47117.1
202403,D03,R04,C06,11101.38
202403,D03,R04,C07,9116.86
202403,D04,R01,C03,42760.36
202403,D04,R01,C07,9338.32
202403,D04,R01,C08,7165.04
202403,D04,R02,C03,52024.2
202403,D04,R02,C07,10290.0
202403,D04,R02,C08,8145.07
202403,D04,R03,C03,41483.27
202403,D04,R03,C07,8491.72
202403,D04,R03,C08,7103.38
202403,D04,R04,C03,39738.36
202403,D04,R04,C07,7886.2
202403,D04,R04,C08,6556.65
202403,D05,R01,C03,44656.52
202403,D05,R01,C07,8921.96
202403,D05,R01,C08,6686.5
202403,D05,R02,C03,43473.85
202403,D05,R02,C07,9283.32
202403,D05,R02,C08,7568.53
202403,D05,R03,C03,39018.89
202403,D05,R03,C07,8372.36
202403,D05,R03,C08,6456.73
202403,D05,R04,C03,37986.76
202403,D05,R04,C07,7770.89
202403,D05,R04,C08,6460.65
202403,D06,R01,C03,46143.79
202403,D06,R01,C05,23273.24
202403,D06,R01,C06,11321.65
202403,D06,R01,C07,9519.06
202403,D06,R01,C08,8185.7
202403,D06,R02,C03,56433.72
202403,D06,R02,C05,25118.78
202403,D06,R02,C06,12995.23
202403,D06,R02,C07,10881.49
202403,D06,R02,C08,8735.12
202403,D06,R03,C03,45869.69
202403,D06,R03,C05,23258.86
202403,D06,R03,C06,11242.34
202403,D06,R03,C07,8997.31
202403,D06,R03,C08,6924.62
202403,D06,R04,C03,39472.05
202403,D06,R04,C05,21211.31
202403,D06,R04,C06,9944.09
202403,D06,R04,C07,8317.36
202403,D06,R04,C08,6964.48
202404,D01,R01,C01,155363.03
202404,D01,R01,C02,99582.63
202404,D01,R01,C03,61595.88
202404,D01,R01,C06,14526.48
202404,D01,R01,C07,13548.94
202404,D01,R02,C01,161660.93
202404,D01,R02,C02,109680.15
202404,D01,R02,C03,72182.03
202404,D01,R02,C06,17899.19
202404,D01,R02,C07,13826.2
202404,D01,R03,C01,147102.95
202404,D01,R03,C02,93757.69
202404,D01,R03,C03,59554.58
202404,D01,R03,C06,14662.93
202404,D01,R03,C07,11704.82
202404,D01,R04,C01,144404.98
202404,D01,R04,C02,95298.87
202404,D01,R04,C03,60953.95
202404,D01,R04,C06,13478.73
202404,D01,R04,C07,11415.11
202404,D02,R01,C02,87460.19
202404,D02,R01,C03,52955.84
202404,D02,R01,C04,37114.65
202404,D02,R01,C06,12465.68
202404,D02,R01,C07,10609.24
202404,D02,R02,C02,95044.36
202404,D02,R02,C03,63208.28
202404,D02,R02,C04,42920.71
202404,D02,R02,C06,14423.98
202404,D02,R02,C07,11653.56
202404,D02,R03,C02,79020.93
202404,D02,R03,C03,50548.12
202404,D02,R03,C04,37923.12
202404,D02,R03,C06,12375.77
202404,D02,R03,C07,10194.45
202404,D02,R04,C02,76426.15
202404,D02,R04,C03,51628.14
202404,D02,R04,C04,36271.35
202404,D02,R04,C06,11906.75
202404,D02,R04,C07,9696.46
202404,D03,R01,C03,51876.3
202404,D03,R01,C06,11568.71
202404,D03,R01,C07,10088.87
202404,D03,R02,C03,55271.17
202404,D03,R02,C06,12630.41
202404,D03,R02,C07,10673.97
202404,D03,R03,C03,45866.22
202404,D03,R03,C06,11267.44
202404,D03,R03,C07,9944.98
202404,D03,R04,C03,46642.56
202404,D03,R04,C06,10756.85
202404,D03,R04,C07,8721.47
202404,D04,R01,C03,45611.36
202404,D04,R01,C07,9077.5
202404,D04,R01,C08,7118.7
202404,D04,R02,C03,50324.76
202404,D04,R02,C07,10019.4
202404,D04,R02,C08,8166.02
202404,D04,R03,C03,44087.82
202404,D04,R03,C07,8384.95
202404,D04,R03,C08,6891.95
202404,D04,R04,C03,41812.51
202404,D04,R04,C07,8186.18
202404,D04,R04,C08,6823.5
202404,D05,R01,C03,43615.86
202404,D05,R01,C07,8309.95
202404,D05,R01,C08,6680.73
202404,D05,R02,C03,48494.14
202404,D05,R02,C07,9163.86
202404,D05,R02,C08,7858.1
202404,D05,R03,C03,44072.04
202404,D05,R03,C07,8443.47
202404,D05,R03,C08,6752.95
202404,D05,R04,C03,38048.8
202404,D05,R04,C07,7581.31
202404,D05,R04,C08,6023.84
202404,D06,R01,C03,51185.75
202404,D06,R01,C05,24711.68
202404,D06,R01,C06,11914.64
202404,D06,R01,C07,10427.24
202404,D06,R01,C08,7251.77
202404,D06,R02,C03,52772.41
202404,D06,R02,C05,25279.99
202404,D06,R02,C06,11786.37
202404,D06,R02,C07,10215.16
202404,D06,R02,C08,8514.29
202404,D06,R03,C03,43295.62
202404,D06,R03,C05,22248.77
202404,D06,R03,C06,11704.6
202404,D06,R03,C07,8794.12
202404,D06,R03,C08,7481.33
202404,D06,R04,C03,43030.27
202404,D06,R04,C05,21332.61
202404,D06,R04,C06,10476.98
202404,D06,R04,C07,8772.36
202404,D06,R04,C08,7021.14
202405,D01,R01,C01,154098.21
202405,D01,R01,C02,107663.55
202405,D01,R01,C03,61367.02
202405,D01,R01,C06,14981.74
202405,D01,R01,C07,13418.38
202405,D01,R02,C01,169655.76
202405,D01,R02,C02,119497.46
202405,D01,R02,C03,68826.7
202405,D01,R02,C06,17398.83
202405,D01,R02,C07,14534.81
202405,D01,R03,C01,147974.16
202405,D01,R03,C02,102475.07
202405,D01,R03,C03,61034.25
202405,D01,R03,C06,14728.52
202405,D01,R03,C07,12990.88
202405,D01,R04,C01,129373.67
202405,D01,R04,C02,82164.71
202405,D01,R04,C03,62122.27
202405,D01,R04,C06,13609.66
202405,D01,R04,C07,11690.13
202405,D02,R01,C02,85717.41
202405,D02,R01,C03,55813.68
202405,D02,R01,C04,32957.88
202405,D02,R01,C06,12738.17
202405,D02,R01,C07,11121.46
202405,D02,R02,C02,89360.67
202405,D02,R02,C03,59718.52
202405,D02,R02,C04,36623.85
202405,D02,R02,C06,15304.13
202405,D02,R02,C07,11910.76
202405,D02,R03,C02,84393.87
202405,D02,R03,C03,49452.75
202405,D02,R03,C04,30484.47
202405,D02,R03,C06,12071.1
202405,D02,R03,C07,10523.92
202405,D02,R04,C02,69941.62
202405,D02,R04,C03,51035.67
202405,D02,R04,C04,30918.25
202405,D02,R04,C06,10948.86
202405,D02,R04,C07,9413.44
202405,D03,R01,C03,47345.65
202405,D03,R01,C06,12562.3
202405,D03,R01,C07,10327.51
202405,D03,R02,C03,59066.18
202405,D03,R02,C06,13106.09
202405,D03,R02,C07,10801.04
202405,D03,R03,C03,47534.92
202405,D03,R03,C06,12045.95
202405,D03,R03,C07,10287.03
202405,D03,R04,C03,43206.89
202405,D03,R04,C06,10827.8
202405,D03,R04,C07,9383.92
202405,D04,R01,C03,44306.04
202405,D04,R01,C07,9610.0
202405,D04,R01,C08,7598.08
202405,D04,R02,C03,49330.47
202405,D04,R02,C07,9701.02
202405,D04,R02,C08,8486.85
202405,D04,R03,C03,43673.96
202405,D04,R03,C07,8706.21
202405,D04,R03,C08,7232.75
202405,D04,R04,C03,43214.12
202405,D04,R04,C07,8675.97
202405,D04,R04,C08,6897.46
202405,D05,R01,C03,42167.6
202405,D05,R01,C07,8271.79
202405,D05,R01,C08,7040.71
202405,D05,R02,C03,47871.88
202405,D05,R02,C07,9228.3
202405,D05,R02,C08,8029.69
202405,D05,R03,C03,38586.79
202405,D05,R03,C07,8510.82
202405,D05,R03,C08,6193.84
202405,D05,R04,C03,39399.74
202405,D05,R04,C07,7758.85
202405,D05,R04,C08,6136.51
202405,D06,R01,C03,47177.81
202405,D06,R01,C05,24478.6
202405,D06,R01,C06,11870.18
202405,D06,R01,C07,10000.36
202405,D06,R01,C08,8513.54
202405,D06,R02,C03,53832.14
202405,D06,R02,C05,26453.85
202405,D06,R02,C06,13639.41
202405,D06,R02,C07,10436.86
202405,D06,R02,C08,8692.63
202405,D06,R03,C03,44431.64
202405,D06,R03,C05,25222.11
202405,D06,R03,C06,10368.78
202405,D06,R03,C07,9806.18
202405,D06,R03,C08,7278.78
202405,D06,R04,C03,46335.58
202405,D06,R04,C05,20397.81
202405,D06,R04,C06,10582.53
202405,D06,R04,C07,9408.73
202405,D06,R04,C08,6975.36
202406,D01,R01,C01,153945.53
202406,D01,R01,C02,104367.36
202406,D01,R01,C03,64342.06
202406,D01,R01,C06,14868.85
202406,D01,R01,C07,12503.86
202406,D01,R02,C01,166846.95
202406,D01,R02,C02,109136.77
202406,D01,R02,C03,69541.18
202406,D01,R02,C06,17298.3
202406,D01,R02,C07,14677.53
202406,D01,R03,C01,142105.97
202406,D01,R03,C02,97091.79
202406,D01,R03,C03,56144.99
202406,D01,R03,C06,14087.5
202406,D01,R03,C07,11479.5
202406,D01,R04,C01,136490.15
202406,D01,R04,C02,92800.5
202406,D01,R04,C03,54774.45
202406,D01,R04,C06,13615.72
202406,D01,R04,C07,11611.19
202406,D02,R01,C02,84041.13
202406,D02,R01,C03,52099.96
202406,D02,R01,C04,29880.66
202406,D02,R01,C06,13449.65
202406,D02,R01,C07,10740.0
202406,D02,R02,C02,87893.52
202406,D02,R02,C03,59627.6
202406,D02,R02,C04,35616.51
202406,D02,R02,C06,14599.98
202406,D02,R02,C07,11825.52
202406,D02,R03,C02,83412.81
202406,D02,R03,C03,49455.22
202406,D02,R03,C04,32449.15
202406,D02,R03,C06,12757.02
202406,D02,R03,C07,9299.33
202406,D02,R04,C02,74500.22
202406,D02,R04,C03,45234.07
202406,D02,R04,C04,29972.76
202406,D02,R04,C06,11778.99
202406,D02,R04,C07,9395.4
202406,D03,R01,C03,51956.73
202406,D03,R01,C06,12147.26
202406,D03,R01,C07,10712.84
202406,D03,R02,C03,55992.84
202406,D03,R02,C06,13189.07
202406,D03,R02,C07,10880.45
202406,D03,R03,C03,45865.35
202406,D03,R03,C06,11315.45
202406,D03,R03,C07,8966.78
202406,D03,R04,C03,48415.89
202406,D03,R04,C06,11263.54
202406,D03,R04,C07,9693.54
202406,D04,R01,C03,46887.72
202406,D04,R01,C07,9115.41
202406,D04,R01,C08,7456.18
202406,D04,R02,C03,51688.21
202406,D04,R02,C07,10267.92
202406,D04,R02,C08,7760.79
202406,D04,R03,C03,42261.94
202406,D04,R03,C07,8233.35
202406,D04,R03,C08,7136.08
202406,D04,R04,C03,40640.53
202406,D04,R04,C07,7859.32
202406,D04,R04,C08,6534.33
202406,D05,R01,C03,41370.77
202406,D05,R01,C07,8134.87
202406,D05,R01,C08,6779.42
202406,D05,R02,C03,47740.52
202406,D05,R02,C07,9718.13
202406,D05,R02,C08,7642.2
202406,D05,R03,C03,39847.35
202406,D05,R03,C07,8363.5
202406,D05,R03,C08,6462.11
202406,D05,R04,C03,37269.07
202406,D05,R04,C07,8027.57
202406,D05,R04,C08,5923.24
202406,D06,R01,C03,46199.37
202406,D06,R01,C05,22902.79
202406,D06,R01,C06,11365.41
202406,D06,R01,C07,9276.91
202406,D06,R01,C08,7929.29
202406,D06,R02,C03,50587.03
202406,D06,R02,C05,24285.16
202406,D06,R02,C06,12403.59
202406,D06,R02,C07,9929.69
202406,D06,R02,C08,8566.78
202406,D06,R03,C03,46366.02
202406,D06,R03,C05,21953.59
202406,D06,R03,C06,10945.22
202406,D06,R03,C07,8618.84
202406,D06,R03,C08,7116.31
202406,D06,R04,C03,42559.49
202406,D06,R04,C05,21479.06
202406,D06,R04,C06,10021.6
202406,D06,R04,C07,8866.5
202406,D06,R04,C08,7431.48
202407,D01,R01,C01,145373.96
202407,D01,R01,C02,103122.41
202407,D01,R01,C03,60253.1
202407,D01,R01,C06,14486.8
202407,D01,R01,C07,12226.33
202407,D01,R02,C01,168460.04
202407,D01,R02,C02,104538.02
202407,D01,R02,C03,68269.32
202407,D01,R02,C06,16319.88
202407,D01,R02,C07,12804.21
202407,D01,R03,C01,132312.2
202407,D01,R03,C02,89029.04
202407,D01,R03,C03,57491.17
202407,D01,R03,C06,13730.79
202407,D01,R03,C07,11458.86
202407,D01,R04,C01,128915.62
202407,D01,R04,C02,84821.38
202407,D01,R04,C03,54193.24
202407,D01,R04,C06,13225.87
202407,D01,R04,C07,10785.0
202407,D02,R01,C02,85442.23
202407,D02,R01,C03,48319.38
202407,D02,R01,C04,30004.62
202407,D02,R01,C06,11512.64
202407,D02,R01,C07,9561.0
202407,D02,R02,C02,86713.82
202407,D02,R02,C03,56852.02
202407,D02,R02,C04,33345.81
202407,D02,R02,C06,13547.96
202407,D02,R02,C07,11263.65
202407,D02,R03,C02,73537.5
202407,D02,R03,C03,48399.08
202407,D02,R03,C04,29229.45
202407,D02,R03,C06,12283.25
202407,D02,R03,C07,9025.31
202407,D02,R04,C02,76234.49
202407,D02,R04,C03,45584.3
202407,D02,R04,C04,26247.62
202407,D02,R04,C06,11747.28
202407,D02,R04,C07,9632.25
202407,D03,R01,C03,46384.12
202407,D03,R01,C06,11400.55
202407,D03,R01,C07,10067.31
202407,D03,R02,C03,56497.62
202407,D03,R02,C06,12920.86
202407,D03,R02,C07,10847.95
202407,D03,R03,C03,47001.64
202407,D03,R03,C06,10989.98
202407,D03,R03,C07,9561.88
202407,D03,R04,C03,43304.66
202407,D03,R04,C06,10337.4
202407,D03,R04,C07,9284.74
202407,D04,R01,C03,41668.52
202407,D04,R01,C07,8670.77
202407,D04,R01,C08,7200.99
202407,D04,R02,C03,50565.52
202407,D04,R02,C07,9744.29
202407,D04,R02,C08,7848.06
202407,D04,R03,C03,40359.27
202407,D04,R03,C07,8353.93
202407,D04,R03,C08,6666.77
202407,D04,R04,C03,38682.11
202407,D04,R04,C07,7700.57
202407,D04,R04,C08,6302.26
202407,D05,R01,C03,39689.87
202407,D05,R01,C07,8299.76
202407,D05,R01,C08,6234.42
202407,D05,R02,C03,43529.11
202407,D05,R02,C07,8967.13
202407,D05,R02,C08,7355.93
202407,D05,R03,C03,38567.97
202407,D05,R03,C07,7740.82
202407,D05,R03,C08,6751.76
202407,D05,R04,C03,38191.29
202407,D05,R04,C07,7102.93
202407,D05,R04,C08,5921.87
202407,D06,R01,C03,46389.68
202407,D06,R01,C05,32899.79
202407,D06,R01,C06,11238.89
202407,D06,R01,C07,8737.55
202407,D06,R01,C08,7096.98
202407,D06,R02,C03,48881.3
202407,D06,R02,C05,35517.42
202407,D06,R02,C06,12637.93
202407,D06,R02,C07,9903.91
202407,D06,R02,C08,8262.13
202407,D06,R03,C03,43196.43
202407,D06,R03,C05,30153.71
202407,D06,R03,C06,10023.99
202407,D06,R03,C07,8721.35
202407,D06,R03,C08,6964.62
202407,D06,R04,C03,40091.16
202407,D06,R04,C05,26747.81
202407,D06,R04,C06,9540.71
202407,D06,R04,C07,8179.9
202407,D06,R04,C08,7122.28
202408,D01,R01,C01,146811.45
202408,D01,R01,C02,101493.01
202408,D01,R01,C03,60266.96
202408,D01,R01,C06,16476.0
202408,D01,R01,C07,12425.2
202408,D01,R02,C01,162213.88
202408,D01,R02,C02,120782.07
202408,D01,R02,C03,72562.13
202408,D01,R02,C06,17306.77
202408,D01,R02,C07,13820.23
202408,D01,R03,C01,142659.83
202408,D01,R03,C02,98789.52
202408,D01,R03,C03,60682.84
202408,D01,R03,C06,14286.92
202408,D01,R03,C07,12493.33
202408,D01,R04,C01,117370.99
202408,D01,R04,C02,83155.53
202408,D01,R04,C03,54735.47
202408,D01,R04,C06,13329.66
202408,D01,R04,C07,11379.68
202408,D02,R01,C02,87914.1
202408,D02,R01,C03,50587.48
202408,D02,R01,C04,29663.35
202408,D02,R01,C06,12555.37
202408,D02,R01,C07,10702.17
202408,D02,R02,C02,95179.61
202408,D02,R02,C03,55347.01
202408,D02,R02,C04,35813.39
202408,D02,R02,C06,14450.23
202408,D02,R02,C07,11451.57
202408,D02,R03,C02,81938.1
202408,D02,R03,C03,47570.22
202408,D02,R03,C04,29494.33
202408,D02,R03,C06,12642.01
202408,D02,R03,C07,10166.53
202408,D02,R04,C02,72144.95
202408,D02,R04,C03,47581.11
202408,D02,R04,C04,29517.42
202408,D02,R04,C06,11448.2
202408,D02,R04,C07,9670.49
202408,D03,R01,C03,52308.96
202408,D03,R01,C06,12433.5
202408,D03,R01,C07,9583.82
202408,D03,R02,C03,56382.49
202408,D03,R02,C06,13367.01
202408,D03,R02,C07,11836.83
202408,D03,R03,C03,47346.41
202408,D03,R03,C06,11509.84
202408,D03,R03,C07,10020.28
202408,D03,R04,C03,45200.51
202408,D03,R04,C06,10629.48
202408,D03,R04,C07,9340.64
202408,D04,R01,C03,45871.22
202408,D04,R01,C07,9402.29
202408,D04,R01,C08,6981.66
202408,D04,R02,C03,51538.13
202408,D04,R02,C07,9737.31
202408,D04,R02,C08,7787.87
202408,D04,R03,C03,41841.62
202408,D04,R03,C07,8953.67
202408,D04,R03,C08,6974.78
202408,D04,R04,C03,40967.83
202408,D04,R04,C07,7986.36
202408,D04,R04,C08,6757.26
202408,D05,R01,C03,43232.63
202408,D05,R01,C07,9205.27
202408,D05,R01,C08,6607.31
202408,D05,R02,C03,46268.94
202408,D05,R02,C07,9634.11
202408,D05,R02,C08,7229.42
202408,D05,R03,C03,41972.62
202408,D05,R03,C07,8310.08
202408,D05,R03,C08,6408.8
202408,D05,R04,C03,39173.44
202408,D05,R04,C07,7548.44
202408,D05,R04,C08,6349.07
202408,D06,R01,C03,50141.63
202408,D06,R01,C05,31487.75
202408,D06,R01,C06,11304.09
202408,D06,R01,C07,9644.64
202408,D06,R01,C08,7926.86
202408,D06,R02,C03,50665.93
202408,D06,R02,C05,35594.76
202408,D06,R02,C06,12900.05
202408,D06,R02,C07,10533.34
202408,D06,R02,C08,8233.88
202408,D06,R03,C03,46634.76
202408,D06,R03,C05,32605.54
202408,D06,R03,C06,10976.49
202408,D06,R03,C07,8849.41
202408,D06,R03,C08,7079.56
202408,D06,R04,C03,45016.59
202408,D06,R04,C05,28643.74
202408,D06,R04,C06,10512.69
202408,D06,R04,C07,8785.24
202408,D06,R04,C08,7118.57
202409,D01,R01,C01,152940.4
202409,D01,R01,C02,101092.85
202409,D01,R01,C03,61853.94
202409,D01,R01,C06,15647.07
202409,D01,R01,C07,12563.95
202409,D01,R02,C01,161147.66
202409,D01,R02,C02,116350.89
202409,D01,R02,C03,67567.04
202409,D01,R02,C06,16560.77
202409,D01,R02,C07,13837.62
202409,D01,R03,C01,149498.75
202409,D01,R03,C02,98751.08
202409,D01,R03,C03,62036.7
202409,D01,R03,C06,14717.95
202409,D01,R03,C07,11978.62
202409,D01,R04,C01,138883.15
202409,D01,R04,C02,87240.46
202409,D01,R04,C03,61271.41
202409,D01,R04,C06,13882.89
202409,D01,R04,C07,10976.82
202409,D02,R01,C02,82340.1
202409,D02,R01,C03,55203.31
202409,D02,R01,C04,38067.76
202409,D02,R01,C06,13178.19
202409,D02,R01,C07,10963.74
202409,D02,R02,C02,95430.09
202409,D02,R02,C03,55798.2
202409,D02,R02,C04,42749.16
202409,D02,R02,C06,14545.38
202409,D02,R02,C07,11795.14
202409,D02,R03,C02,80265.08
202409,D02,R03,C03,51836.77
202409,D02,R03,C04,37681.06
202409,D02,R03,C06,12007.36
202409,D02,R03,C07,10660.85
202409,D02,R04,C02,80635.27
202409,D02,R04,C03,48374.85
202409,D02,R04,C04,35297.09
202409,D02,R04,C06,12200.7
202409,D02,R04,C07,10278.86
202409,D03,R01,C03,49199.75
202409,D03,R01,C06,11681.79
202409,D03,R01,C07,10985.26
202409,D03,R02,C03,57462.19
202409,D03,R02,C06,13033.16
202409,D03,R02,C07,11774.28
202409,D03,R03,C03,48973.94
202409,D03,R03,C06,11521.5
202409,D03,R03,C07,9648.99
202409,D03,R04,C03,43714.19
202409,D03,R04,C06,10124.88
202409,D03,R04,C07,9268.29
